Record number	date	time	Radial Pump P(MPa)	Radial Pump V(mL)	Radial Pump Q(mL/m)	Axial Pump P(MPa)	Axial Pump V(mL)	Axial Pump Q(mL/m)	Bottom Pore Pump P(MPa)	Bottom Pore Pump V(mL)	Bottom Pore Pump Q(mL/m)	Top Pore Pump P(MPa)	Top Pore Pump V(mL)	Top Pore Pump Q(mL/m)	Radial Pressure(MPa)	Axial Pressure(MPa)	Top Pore Pressure(MPa)	Bottom Pore Pressure(MPa)	Calculated Axial Stress(MPa)	Calculated Axial Load(kN)	T Cap reg(°C)	T Body reg(°C)	Top Temperature(°C)	Bottom Temperature (°C)	Deformation 1(mm)	Deformation 2(mm)	Deformation 3(mm)	Average Deformation(mm)	Relative Average Deformation(mm)	
1	21/02/2018	11:01:37	 0.580	258.073	-15.000	 0.364	180.991	  0.00	 0.211	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.24	 24.45	12.916	13.002	13.024	12.9806666666846	0.0230000000010477	
2	21/02/2018	11:01:39	 0.580	258.073	-15.000	 0.364	180.991	  0.00	 0.211	207.398	 -1.00	 0.197	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.23	 24.45	12.916	13.002	13.024	12.9806666666846	0.023333333330811	
3	21/02/2018	11:01:42	 0.580	258.073	-15.000	 0.364	180.991	  0.00	 0.211	207.398	 -1.00	 0.197	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.22	 24.45	12.916	13.002	13.024	12.9806666666846	0.023333333330811	
4	21/02/2018	11:01:44	 0.580	258.073	-15.000	 0.364	180.991	  0.00	 0.211	207.398	 -1.00	 0.197	193.076	 -3.00	 0.563	 0.289	  0.06	  0.09	1.01040067959002	1.26970991000235	 22.22	 22.24	 25.22	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
5	21/02/2018	11:01:46	 0.580	258.073	-15.000	 0.363	180.988	 -0.31	 0.211	207.398	 -1.00	 0.197	193.076	 -3.00	 0.563	 0.289	  0.06	  0.09	1.01040067959002	1.26970991000235	 22.22	 22.24	 25.22	 24.45	12.916	13.002	13.024	12.9806666666846	0.023333333330811	
6	21/02/2018	11:01:47	 0.580	258.073	-15.000	 0.365	180.981	 -0.31	 0.211	207.398	 -1.00	 0.197	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.22	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
7	21/02/2018	11:01:49	 0.580	258.073	-15.000	 0.366	180.976	  0.00	 0.211	207.398	 -1.00	 0.197	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.22	 24.45	12.915	13.002	13.024	12.9806666666846	0.023333333330811	
8	21/02/2018	11:01:51	 0.580	258.073	-15.000	 0.366	180.976	  0.00	 0.211	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.291	  0.06	  0.09	1.02512410077725	1.28821195000091	 22.22	 22.24	 25.22	 24.45	12.916	13.002	13.024	12.9806666666846	0.023333333330811	
9	21/02/2018	11:01:53	 0.579	258.073	-15.000	 0.366	180.976	  0.00	 0.211	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.291	  0.06	  0.09	1.02512410077725	1.28821195000091	 22.22	 22.24	 25.22	 24.45	12.916	13.003	13.024	12.9810000000143	0.023333333330811	
10	21/02/2018	11:01:55	 0.579	258.073	-15.000	 0.366	180.976	  0.00	 0.211	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.291	  0.06	  0.09	1.02512410077725	1.28821195000091	 22.22	 22.24	 25.22	 24.45	12.916	13.002	13.024	12.9806666666846	0.023333333330811	
11	21/02/2018	11:01:56	 0.579	258.073	-15.000	 0.366	180.976	  0.00	 0.211	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.22	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
12	21/02/2018	11:01:58	 0.579	258.073	-15.000	 0.365	180.976	  0.00	 0.211	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.22	 24.45	12.915	13.003	13.024	12.9810000000143	0.0230000000010477	
13	21/02/2018	11:02:00	 0.579	258.073	-15.000	 0.365	180.976	  0.00	 0.211	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.22	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
14	21/02/2018	11:02:02	 0.579	258.073	-15.000	 0.365	180.976	  0.00	 0.211	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.22	 24.45	12.916	13.002	13.024	12.9806666666846	0.023333333330811	
15	21/02/2018	11:02:04	 0.579	258.073	-15.000	 0.365	180.976	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.24	 24.45	12.917	13.003	13.024	12.9810000000143	0.0230000000010477	
16	21/02/2018	11:02:06	 0.579	258.073	-15.000	 0.364	180.976	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.05	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.24	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
17	21/02/2018	11:02:07	 0.579	258.073	-15.000	 0.364	180.976	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.05	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.24	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
18	21/02/2018	11:02:09	 0.579	258.073	-15.000	 0.364	180.976	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.05	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.24	 24.45	12.916	13.002	13.024	12.9810000000143	0.0230000000010477	
19	21/02/2018	11:02:11	 0.579	258.073	-15.000	 0.364	180.976	  0.00	 0.212	207.398	 -1.00	 0.197	193.076	 -3.00	 0.563	 0.289	  0.05	  0.09	1.01040067959002	1.26970991000235	 22.22	 22.24	 25.23	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
20	21/02/2018	11:02:13	 0.579	258.073	-15.000	 0.364	180.970	 -0.46	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.23	 24.45	12.916	13.003	13.024	12.9810000000143	0.023333333330811	
21	21/02/2018	11:02:15	 0.579	258.073	-15.000	 0.367	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.06	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.24	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
22	21/02/2018	11:02:17	 0.579	258.073	-15.000	 0.367	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.05	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.24	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
23	21/02/2018	11:02:18	 0.579	258.073	-15.000	 0.367	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.05	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.21	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
24	21/02/2018	11:02:20	 0.579	258.073	-15.000	 0.367	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.05	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.20	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
25	21/02/2018	11:02:22	 0.579	258.073	-15.000	 0.367	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.05	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.21	 24.45	12.916	13.003	13.024	12.9810000000143	0.0230000000010477	
26	21/02/2018	11:02:24	 0.579	258.073	-15.000	 0.366	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.05	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.23	 24.45	12.915	13.003	13.024	12.9810000000143	0.0230000000010477	
27	21/02/2018	11:02:26	 0.578	258.073	-15.000	 0.366	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.563	 0.290	  0.05	  0.09	1.01776239018	1.27896092999799	 22.22	 22.24	 25.24	 24.45	12.915	13.003	13.023	12.9803333333257	0.0233333333599148	
28	21/02/2018	11:02:28	 0.578	258.073	-15.000	 0.365	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.562	 0.290	  0.05	  0.09	1.01974664183763	1.28145441999914	 22.22	 22.24	 25.24	 24.45	12.916	13.002	13.023	12.9803333333257	0.0236666666896781	
29	21/02/2018	11:02:29	 0.578	258.073	-15.000	 0.365	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.562	 0.290	  0.05	  0.09	1.01974664183763	1.28145441999914	 22.22	 22.24	 25.24	 24.45	12.915	13.003	13.023	12.9803333333257	0.0236666666896781	
30	21/02/2018	11:02:31	 0.578	258.073	-15.000	 0.365	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.562	 0.290	  0.05	  0.09	1.01974664183763	1.28145441999914	 22.22	 22.24	 25.24	 24.45	12.915	13.003	13.023	12.9803333333257	0.0236666666896781	
31	21/02/2018	11:02:33	 0.578	258.073	-15.000	 0.365	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.562	 0.290	  0.06	  0.09	1.01974664183763	1.28145441999914	 22.22	 22.24	 25.23	 24.45	12.915	13.003	13.024	12.9806666666846	0.0236666666896781	
32	21/02/2018	11:02:35	 0.578	258.073	-15.000	 0.364	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.562	 0.290	  0.06	  0.09	1.01974664183763	1.28145441999914	 22.22	 22.24	 25.24	 24.45	12.916	13.003	13.023	12.9803333333257	0.0236666666896781	
33	21/02/2018	11:02:37	 0.578	258.073	-15.000	 0.364	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.562	 0.290	  0.05	  0.09	1.01974664183763	1.28145441999914	 22.22	 22.24	 25.24	 24.45	12.915	13.003	13.023	12.9806666666555	0.0233333333599148	
34	21/02/2018	11:02:38	 0.578	258.073	-15.000	 0.364	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.562	 0.290	  0.05	  0.09	1.01974664183763	1.28145441999914	 22.22	 22.24	 25.21	 24.44	12.916	13.003	13.023	12.9803333333257	0.0236666666896781	
35	21/02/2018	11:02:40	 0.578	258.073	-15.000	 0.364	180.961	  0.00	 0.212	207.398	 -1.00	 0.197	193.076	 -3.00	 0.561	 0.290	  0.05	  0.09	1.02173089349162	1.28394790999846	 22.22	 22.24	 25.21	 24.44	12.916	13.002	13.023	12.9799999999959	0.0240000000194414	
36	21/02/2018	11:02:42	 0.578	258.073	-15.000	 0.364	180.961	  0.00	 0.212	207.398	 -1.00	 0.197	193.076	 -3.00	 0.561	 0.290	  0.05	  0.09	1.02173089349162	1.28394790999846	 22.22	 22.24	 25.22	 24.44	12.915	13.003	13.023	12.9803333333257	0.0236666666896781	
37	21/02/2018	11:02:44	 0.578	258.073	-15.000	 0.364	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.290	  0.05	  0.09	1.02173089349162	1.28394790999846	 22.22	 22.24	 25.22	 24.44	12.916	13.003	13.023	12.9806666666555	0.0233333333599148	
38	21/02/2018	11:02:46	 0.578	258.073	-15.000	 0.364	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.290	  0.05	  0.09	1.02173089349162	1.28394790999846	 22.22	 22.24	 25.21	 24.45	12.915	13.003	13.023	12.9803333333257	0.0236666666896781	
39	21/02/2018	11:02:48	 0.578	258.073	-15.000	 0.363	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.21	 24.45	12.915	13.003	13.023	12.9803333333257	0.0236666666896781	
40	21/02/2018	11:02:49	 0.578	258.073	-15.000	 0.363	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.24	 24.45	12.915	13.003	13.023	12.9806666666555	0.0233333333599148	
41	21/02/2018	11:02:51	 0.578	258.073	-15.000	 0.363	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.24	 24.45	12.915	13.003	13.023	12.9806666666555	0.0233333333599148	
42	21/02/2018	11:02:53	 0.578	258.073	-15.000	 0.363	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.23	 24.45	12.915	13.003	13.023	12.9803333333257	0.0236666666896781	
43	21/02/2018	11:02:55	 0.578	258.073	-15.000	 0.363	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.23	 24.45	12.915	13.003	13.023	12.9803333333257	0.0233333333599148	
44	21/02/2018	11:02:57	 0.578	258.073	-15.000	 0.362	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.24	 24.45	12.915	13.002	13.023	12.9799999999959	0.0240000000194414	
45	21/02/2018	11:02:59	 0.578	258.073	-15.000	 0.362	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.23	 24.46	12.917	13.002	13.023	12.9803333333257	0.0233333333599148	
46	21/02/2018	11:03:00	 0.578	258.073	-15.000	 0.362	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.06	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.22	 24.47	12.916	13.003	13.023	12.9806666666555	0.0233333333599148	
47	21/02/2018	11:03:02	 0.578	258.073	-15.000	 0.362	180.961	  0.00	 0.212	207.398	 -1.00	 0.200	193.076	 -3.00	 0.561	 0.289	  0.06	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.23	 24.47	12.915	13.002	13.023	12.9799999999959	0.0240000000194414	
48	21/02/2018	11:03:04	 0.578	258.073	-15.000	 0.362	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.06	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.23	 24.47	12.916	13.002	13.023	12.9803333333257	0.0236666666896781	
49	21/02/2018	11:03:06	 0.578	258.073	-15.000	 0.362	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.22	 24.45	12.916	13.002	13.023	12.9806666666555	0.0233333333599148	
50	21/02/2018	11:03:08	 0.578	258.073	-15.000	 0.362	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.22	 24.45	12.916	13.003	13.023	12.9806666666555	0.0233333333599148	
51	21/02/2018	11:03:10	 0.578	258.073	-15.000	 0.362	180.961	  0.00	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.21	 24.45	12.916	13.002	13.023	12.9803333333257	0.0236666666896781	
52	21/02/2018	11:03:11	 0.578	258.073	-15.000	 0.362	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.21	 24.45	12.916	13.003	13.023	12.9806666666555	0.0233333333599148	
53	21/02/2018	11:03:13	 0.578	258.073	-15.000	 0.361	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.24	 24.45	12.916	13.003	13.023	12.9803333333257	0.0236666666896781	
54	21/02/2018	11:03:15	 0.577	258.073	-15.000	 0.361	180.961	  0.00	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.289	  0.05	  0.09	1.01436918290165	1.27469689000282	 22.22	 22.24	 25.24	 24.45	12.916	13.003	13.023	12.9806666666555	0.0236666666896781	
55	21/02/2018	11:03:17	 0.577	258.073	-15.000	 0.766	180.603	-15.45	 0.212	207.398	 -1.00	 0.199	193.076	 -3.00	 0.561	 0.318	  0.05	  0.09	1.22785879010917	1.54297647000203	 22.22	 22.24	 25.21	 24.44	12.914	13.000	13.021	12.9783333333326	0.0256666666828096	
56	21/02/2018	11:03:18	 0.577	258.073	-15.000	 0.858	180.247	-13.83	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.358	  0.05	  0.09	1.52232721383916	1.91301727000064	 22.22	 22.24	 25.21	 24.42	12.912	12.996	13.016	12.974000000002	0.0300000000133878	
57	21/02/2018	11:03:20	 0.577	258.073	-15.000	 0.870	179.910	-13.20	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.396	  0.05	  0.09	1.80207221638739	2.26455603000068	 22.22	 22.24	 25.23	 24.43	12.910	12.992	13.010	12.9699999999866	0.0340000000287546	
58	21/02/2018	11:03:22	 0.577	258.073	-15.000	 0.881	179.590	-12.55	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.427	  0.05	  0.09	2.08181721893561	2.61609479000253	 22.22	 22.24	 25.23	 24.44	12.907	12.987	13.006	12.9663333333447	0.0376666666707024	
59	21/02/2018	11:03:24	 0.577	258.073	-15.000	 0.889	179.265	-11.65	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.458	  0.05	  0.09	2.25849827317506	2.84737028999734	 22.22	 22.24	 25.20	 24.44	12.905	12.983	13.002	12.9633333333331	0.0406666666822275	
60	21/02/2018	11:03:25	 0.577	258.073	-15.000	 0.579	179.080	-11.48	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.460	  0.05	  0.09	2.27322169436229	2.85662131000208	 22.22	 22.24	 25.21	 24.44	12.905	12.983	13.000	12.9623333333293	0.0416666666860692	
61	21/02/2018	11:03:29	 0.577	258.073	-15.000	 0.546	179.080	-11.48	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.455	  0.05	  0.09	2.2364131413924	2.81036621000021	 22.22	 22.24	 25.20	 24.45	12.904	12.983	13.000	12.9623333333293	0.0416666666860692	
62	21/02/2018	11:03:32	 0.577	258.073	-15.000	 0.535	179.080	-11.48	 0.212	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.453	  0.06	  0.09	2.22367397186099	2.79435766000097	 22.22	 22.24	 25.20	 24.43	12.904	12.983	13.000	12.9623333333293	0.0416666666860692	
63	21/02/2018	11:03:33	 0.577	258.073	-15.000	 0.529	179.080	-11.48	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.451	  0.06	  0.09	2.20895055067376	2.7666046000013	 22.22	 22.24	 25.20	 24.44	12.904	12.984	13.000	12.9626666666736	0.041333333341754	
64	21/02/2018	11:03:36	 0.577	258.073	-15.000	 0.526	179.080	-11.48	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.449	  0.06	  0.09	2.19422712949017	2.7573535800002	 22.22	 22.24	 25.20	 24.43	12.903	12.983	13.000	12.9619999999995	0.0420000000158325	
65	21/02/2018	11:03:38	 0.577	258.073	-15.000	 0.525	179.080	-11.48	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.448	  0.06	  0.09	2.18686541889474	2.74810256000274	 22.22	 22.24	 25.20	 24.44	12.904	12.984	13.000	12.9623333333438	0.0416666666715173	
66	21/02/2018	11:03:41	 0.577	258.073	-15.000	 0.522	179.080	-11.48	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.446	  0.06	  0.09	2.17214199770387	2.72960051999689	 22.22	 22.24	 25.20	 24.44	12.904	12.984	13.001	12.9630000000034	0.0410000000119908	
67	21/02/2018	11:03:43	 0.576	258.073	-15.000	 0.522	179.080	-11.48	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.446	  0.06	  0.09	2.17214199770387	2.72034950000307	 22.22	 22.24	 25.20	 24.44	12.904	12.984	13.001	12.9630000000034	0.0410000000119908	
68	21/02/2018	11:03:45	 0.576	258.073	-15.000	 0.521	179.080	-11.48	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.445	  0.06	  0.09	2.16279603546354	2.71785601000374	 22.22	 22.24	 25.20	 24.45	12.903	12.984	13.001	12.9626666666736	0.041333333341754	
69	21/02/2018	11:03:46	 0.576	258.073	-15.000	 0.520	179.080	-11.48	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.444	  0.06	  0.09	2.15543432486447	2.708604989999	 22.22	 22.24	 25.20	 24.45	12.903	12.984	13.001	12.9626666666736	0.041333333341754	
70	21/02/2018	11:03:48	 0.576	258.073	-15.000	 0.520	179.080	-11.48	 0.213	207.398	 -1.00	 0.197	193.076	 -3.00	 0.561	 0.444	  0.06	  0.09	2.15543432486447	2.708604989999	 22.22	 22.24	 25.20	 24.45	12.902	12.984	13.001	12.9623333333293	0.0416666666860692	
71	21/02/2018	11:03:50	 0.576	258.073	-15.000	 0.519	179.080	-11.48	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.443	  0.06	  0.09	2.14807261427632	2.69935397000518	 22.22	 22.24	 25.20	 24.46	12.903	12.984	13.001	12.9626666666736	0.041333333341754	
72	21/02/2018	11:03:51	 0.576	258.073	-15.000	 0.519	179.080	-11.48	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.442	  0.06	  0.09	2.14071090368088	2.69010295000407	 22.22	 22.24	 25.20	 24.47	12.903	12.984	13.001	12.9626666666736	0.0416666666860692	
73	21/02/2018	11:03:53	 0.576	258.073	-15.000	 0.519	179.080	-11.48	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.442	  0.06	  0.09	2.14071090368088	2.69010295000407	 22.22	 22.24	 25.20	 24.46	12.903	12.984	13.001	12.9626666666736	0.0410000000119908	
74	21/02/2018	11:03:55	 0.576	258.073	-15.000	 0.519	179.080	-11.48	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.441	  0.06	  0.09	2.13334919308545	2.68085192999933	 22.22	 22.24	 25.20	 24.45	12.903	12.985	13.001	12.9630000000034	0.0410000000119908	
75	21/02/2018	11:03:57	 0.576	258.073	-15.000	 0.587	179.079	 -3.56	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.561	 0.444	  0.06	  0.09	2.16279603546354	2.71785601000374	 22.22	 22.24	 25.20	 24.45	12.903	12.984	13.000	12.9626666666736	0.041333333341754	
76	21/02/2018	11:03:59	 0.576	258.073	-15.000	 0.469	179.099	  3.63	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.441	  0.06	  0.09	2.13533344474126	2.66484338000009	 22.22	 22.24	 25.20	 24.45	12.903	12.985	13.000	12.9626666666736	0.041333333341754	
77	21/02/2018	11:04:00	 0.576	258.073	-15.000	 0.429	179.186	  3.45	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.427	  0.06	  0.09	2.01754607524708	2.53532910000285	 22.22	 22.24	 25.20	 24.45	12.902	12.985	13.001	12.9626666666736	0.041333333341754	
78	21/02/2018	11:04:02	 0.576	258.073	-15.000	 0.414	179.263	  3.25	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.415	  0.06	  0.09	1.94392896931458	2.42431686000054	 22.22	 22.24	 25.20	 24.45	12.902	12.985	13.002	12.9630000000034	0.0410000000119908	
79	21/02/2018	11:04:04	 0.576	258.073	-15.000	 0.406	179.346	  2.96	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.403	  0.06	  0.09	1.84822673160124	2.32255563999934	 22.22	 22.24	 25.20	 24.45	12.902	12.986	13.003	12.9636666666629	0.0403333333524643	
80	21/02/2018	11:04:06	 0.576	258.073	-15.000	 0.402	179.488	  2.55	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.394	  0.06	  0.09	1.78933304685233	2.23929646000397	 22.22	 22.24	 25.20	 24.45	12.901	12.987	13.004	12.9639999999927	0.040000000022701	
81	21/02/2018	11:04:08	 0.576	258.073	-15.000	 0.399	179.549	  2.35	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.386	  0.06	  0.09	1.72307765151709	2.16528830000243	 22.22	 22.24	 25.20	 24.45	12.902	12.987	13.004	12.9643333333224	0.0396666666929377	
82	21/02/2018	11:04:10	 0.576	258.073	-15.000	 0.397	179.606	  2.21	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.379	  0.06	  0.09	1.67890738795359	2.10053116000199	 22.22	 22.24	 25.20	 24.45	12.902	12.988	13.005	12.9646666666813	0.0393333333340706	
83	21/02/2018	11:04:11	 0.576	258.073	-15.000	 0.395	179.667	  2.06	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.372	  0.06	  0.09	1.62737541380011	2.04502503999902	 22.22	 22.24	 25.20	 24.45	12.902	12.988	13.006	12.9650000000111	0.0390000000043074	
84	21/02/2018	11:04:13	 0.576	258.073	-15.000	 0.392	179.716	  1.94	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.366	  0.06	  0.09	1.58320515024025	1.98951891999968	 22.22	 22.24	 25.20	 24.45	12.901	12.988	13.007	12.9653333333408	0.0386666666745441	
85	21/02/2018	11:04:15	 0.576	258.073	-15.000	 0.391	179.807	  1.67	 0.213	207.398	 -1.00	 0.198	193.076	 -3.00	 0.560	 0.361	  0.06	  0.09	1.53903488668038	1.93401279999853	 22.22	 22.24	 25.20	 24.47	12.902	12.989	13.008	12.9663333333447	0.0376666666707024	
