Record number	date	time	Radial Pump P(MPa)	Radial Pump V(mL)	Radial Pump Q(mL/m)	Axial Pump P(MPa)	Axial Pump V(mL)	Axial Pump Q(mL/m)	Bottom Pore Pump P(MPa)	Bottom Pore Pump V(mL)	Bottom Pore Pump Q(mL/m)	Top Pore Pump P(MPa)	Top Pore Pump V(mL)	Top Pore Pump Q(mL/m)	Radial Pressure(MPa)	Axial Pressure(MPa)	Top Pore Pressure(MPa)	Bottom Pore Pressure(MPa)	Calculated Axial Stress(MPa)	Calculated Axial Load(kN)	T Cap reg(°C)	T Body reg(°C)	Top Temperature(°C)	Bottom Temperature (°C)	Deformation 1(mm)	Deformation 2(mm)	Deformation 3(mm)	Average Deformation(mm)	Relative Average Deformation(mm)	
666	21/02/2018	11:21:25	 5.216	214.996	 0.262	 2.392	170.473	 -0.42	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.149	 2.271	  0.06	  0.09	6.50153298478108	8.17933743001777	 22.24	 22.28	 25.85	 24.56	12.883	12.976	12.934	12.9309999999969	0.07300000001851	
667	21/02/2018	11:21:27	 5.215	215.003	 0.250	 2.405	170.452	 -0.42	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.147	 2.278	  0.06	  0.09	6.55703346223891	8.23983052998665	 22.24	 22.28	 25.84	 24.56	12.883	12.975	12.934	12.9303333333373	0.0736666666780366	
668	21/02/2018	11:21:29	 5.213	215.010	 0.241	 2.412	170.452	 -0.43	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.145	 2.284	  0.06	  0.09	6.60517222912313	8.30032362999918	 22.24	 22.28	 25.84	 24.56	12.882	12.975	12.933	12.9300000000076	0.0740000000077998	
669	21/02/2018	11:21:30	 5.212	215.016	 0.233	 2.417	170.440	 -0.44	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.144	 2.290	  0.06	  0.09	6.65132674432971	8.35832323999784	 22.24	 22.28	 25.84	 24.56	12.882	12.975	12.933	12.9300000000076	0.0740000000077998	
670	21/02/2018	11:21:31	 5.211	215.022	 0.222	 2.423	170.430	 -0.44	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.144	 2.296	  0.06	  0.09	6.69549700788775	8.41382935999718	 22.24	 22.28	 25.84	 24.56	12.882	12.974	12.932	12.9293333333335	0.0746666666818783	
671	21/02/2018	11:21:33	 5.210	215.028	 0.222	 2.423	170.419	 -0.45	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.142	 2.301	  0.06	  0.09	6.73627406417654	8.46507144000498	 22.24	 22.28	 25.84	 24.56	12.882	12.974	12.932	12.9290000000037	0.0750000000116415	
672	21/02/2018	11:21:34	 5.209	215.028	 0.216	 2.430	170.408	 -0.46	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.142	 2.306	  0.06	  0.09	6.78780603833729	8.5298285800236	 22.24	 22.28	 25.83	 24.56	12.881	12.973	12.931	12.9283333333296	0.07566666668572	
673	21/02/2018	11:21:36	 5.209	215.034	 0.210	 2.443	170.397	 -0.47	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.140	 2.315	  0.06	  0.09	6.84330651579512	8.59957270001178	 22.24	 22.28	 25.83	 24.56	12.880	12.973	12.931	12.9276666666701	0.0763333333452465	
674	21/02/2018	11:21:37	 5.208	215.039	 0.202	 2.443	170.387	 -0.48	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.139	 2.323	  0.06	  0.09	6.90418445217801	8.67607434999081	 22.24	 22.28	 25.84	 24.56	12.879	12.973	12.931	12.9276666666701	0.0763333333452465	
675	21/02/2018	11:21:38	 5.207	215.044	 0.193	 2.451	170.375	 -0.48	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.138	 2.329	  0.06	  0.09	6.95033896742098	8.73407396001858	 22.24	 22.28	 25.83	 24.56	12.879	12.973	12.930	12.9273333333404	0.077000000004773	
676	21/02/2018	11:21:40	 5.206	215.049	 0.188	 2.458	170.362	 -0.49	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.137	 2.336	  0.06	  0.09	7.00385519320844	8.80132458999287	 22.24	 22.28	 25.83	 24.56	12.878	12.972	12.930	12.9266666666808	0.0773333333345363	
677	21/02/2018	11:21:41	 5.205	215.054	 0.188	 2.465	170.351	 -0.50	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.136	 2.342	  0.06	  0.09	7.05000970842957	8.86181769000541	 22.24	 22.28	 25.83	 24.56	12.878	12.971	12.930	12.9263333333511	0.0776666666642996	
678	21/02/2018	11:21:43	 5.204	215.059	 0.179	 2.473	170.337	 -0.51	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.134	 2.349	  0.06	  0.09	7.10551018587284	8.92906831997971	 22.24	 22.28	 25.83	 24.56	12.877	12.971	12.929	12.9256666666624	0.0783333333529299	
679	21/02/2018	11:21:44	 5.204	215.059	 0.169	 2.481	170.324	 -0.52	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.133	 2.355	  0.06	  0.09	7.15166470110125	8.99631894998311	 22.24	 22.28	 25.83	 24.56	12.876	12.971	12.929	12.9253333333327	0.0786666666826932	
680	21/02/2018	11:21:45	 5.203	215.063	 0.166	 2.488	170.312	 -0.53	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.132	 2.364	  0.06	  0.09	7.21990434811596	9.07282060002035	 22.24	 22.28	 25.83	 24.56	12.876	12.970	12.928	12.9246666666731	0.0793333333422197	
681	21/02/2018	11:21:47	 5.202	215.067	 0.157	 2.495	170.300	 -0.53	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.131	 2.370	  0.06	  0.09	7.26605886330071	9.14007122999465	 22.24	 22.28	 25.83	 24.56	12.876	12.970	12.928	12.9243333333288	0.0796666666865349	
682	21/02/2018	11:21:48	 5.201	215.071	 0.154	 2.502	170.287	 -0.54	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.130	 2.378	  0.06	  0.09	7.32693679972726	9.2073218600126	 22.24	 22.28	 25.83	 24.56	12.875	12.969	12.927	12.9236666666693	0.0803333333460614	
683	21/02/2018	11:21:50	 5.201	215.075	 0.147	 2.510	170.275	 -0.55	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.130	 2.385	  0.06	  0.09	7.37846877386619	9.28133001997776	 22.24	 22.28	 25.83	 24.56	12.875	12.969	12.927	12.9236666666693	0.0803333333460614	
684	21/02/2018	11:21:51	 5.200	215.079	 0.144	 2.518	170.262	 -0.56	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.129	 2.392	  0.06	  0.09	7.43198499968275	9.33932963000552	 22.24	 22.28	 25.83	 24.56	12.874	12.968	12.926	12.92266666668	0.0813333333353512	
685	21/02/2018	11:21:52	 5.199	215.082	 0.137	 2.526	170.249	 -0.57	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.128	 2.400	  0.06	  0.09	7.50758635725651	9.43433331999404	 22.24	 22.28	 25.83	 24.56	12.874	12.968	12.926	12.92266666668	0.0816666666651145	
686	21/02/2018	11:21:54	 5.198	215.086	 0.137	 2.535	170.236	 -0.57	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.127	 2.408	  0.06	  0.09	7.55374087247037	9.49233292997815	 22.24	 22.28	 25.83	 24.56	12.872	12.967	12.925	12.9216666666762	0.0823333333391929	
687	21/02/2018	11:21:55	 5.198	215.086	 0.131	 2.543	170.221	 -0.58	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.127	 2.416	  0.06	  0.09	7.61263455723383	9.56634109000152	 22.24	 22.28	 25.83	 24.56	12.871	12.967	12.925	12.9210000000166	0.0829999999987194	
688	21/02/2018	11:21:56	 5.198	215.089	 0.127	 2.551	170.207	 -0.59	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.126	 2.423	  0.06	  0.09	7.66615078303585	9.63359172000492	 22.24	 22.28	 25.83	 24.56	12.871	12.966	12.924	12.920333333328	0.0836666666873498	
689	21/02/2018	11:21:58	 5.197	215.092	 0.120	 2.559	170.194	 -0.60	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.125	 2.432	  0.06	  0.09	7.734390430036	9.71934439000324	 22.24	 22.28	 25.82	 24.56	12.870	12.966	12.924	12.9199999999983	0.0840000000171131	
690	21/02/2018	11:21:59	 5.197	215.095	 0.117	 2.567	170.182	 -0.61	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.124	 2.440	  0.06	  0.09	7.79526836643345	9.79584603999683	 22.24	 22.28	 25.82	 24.56	12.870	12.965	12.923	12.9193333333242	0.0846666666911915	
691	21/02/2018	11:22:01	 5.196	215.098	 0.111	 2.575	170.169	 -0.61	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.124	 2.448	  0.06	  0.09	7.85416205117508	9.8698541999911	 22.24	 22.28	 25.82	 24.56	12.869	12.965	12.923	12.9189999999944	0.0850000000209548	
692	21/02/2018	11:22:02	 5.196	215.100	 0.109	 2.583	170.155	 -0.62	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.124	 2.456	  0.06	  0.09	7.91305573591671	9.94386235998536	 22.24	 22.28	 25.82	 24.56	12.869	12.965	12.922	12.9186666666646	0.085333333350718	
693	21/02/2018	11:22:03	 5.195	215.103	 0.105	 2.592	170.142	 -0.63	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.123	 2.466	  0.06	  0.09	7.98865709353413	10.0388660500175	 22.24	 22.28	 25.82	 24.56	12.868	12.964	12.921	12.9173333333456	0.0866666666697711	
694	21/02/2018	11:22:05	 5.194	215.105	 0.103	 2.600	170.127	 -0.64	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.122	 2.474	  0.06	  0.09	8.04953502988792	10.1153676999675	 22.24	 22.28	 25.81	 24.56	12.867	12.963	12.921	12.9170000000158	0.0869999999995343	
695	21/02/2018	11:22:06	 5.194	215.108	 0.095	 2.610	170.113	 -0.65	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.122	 2.484	  0.06	  0.09	8.12315213584225	10.2078778999858	 22.24	 22.28	 25.81	 24.56	12.866	12.963	12.920	12.9163333333418	0.0876666666736128	
696	21/02/2018	11:22:08	 5.194	215.110	 0.091	 2.618	170.098	 -0.65	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.121	 2.491	  0.06	  0.09	8.17666836167336	10.2751285300037	 22.24	 22.29	 25.81	 24.56	12.865	12.962	12.919	12.9153333333525	0.0886666666629026	
697	21/02/2018	11:22:09	 5.193	215.112	 0.091	 2.629	170.081	 -0.66	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.121	 2.502	  0.06	  0.09	8.25764717817947	10.3768897499831	 22.24	 22.29	 25.81	 24.56	12.865	12.962	12.919	12.9146666666638	0.0893333333515329	
698	21/02/2018	11:22:10	 5.193	215.114	 0.086	 2.639	170.066	 -0.67	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.120	 2.511	  0.06	  0.09	8.32588682517235	10.462642419996	 22.24	 22.28	 25.81	 24.56	12.863	12.961	12.919	12.9143333333341	0.0896666666812962	
699	21/02/2018	11:22:12	 5.192	215.114	 0.085	 2.648	170.051	 -0.68	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.120	 2.521	  0.06	  0.09	8.39950393109757	10.5551526199852	 22.24	 22.28	 25.81	 24.56	12.863	12.960	12.918	12.9136666666745	0.0903333333408227	
700	21/02/2018	11:22:13	 5.192	215.116	 0.082	 2.658	170.035	 -0.69	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.120	 2.530	  0.06	  0.09	8.46575932645646	10.6594073300075	 22.24	 22.28	 25.81	 24.56	12.862	12.960	12.918	12.9133333333448	0.090666666670586	
701	21/02/2018	11:22:15	 5.192	215.118	 0.077	 2.668	170.018	 -0.69	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.119	 2.541	  0.06	  0.09	8.54872239465476	10.7426665100211	 22.24	 22.28	 25.81	 24.56	12.862	12.959	12.917	12.9126666666707	0.0913333333446644	
702	21/02/2018	11:22:16	 5.191	215.120	 0.075	 2.679	170.002	 -0.70	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.118	 2.550	  0.06	  0.09	8.61696204161854	10.8469212199852	 22.24	 22.28	 25.81	 24.56	12.861	12.958	12.917	12.9120000000112	0.0923333333485061	
703	21/02/2018	11:22:17	 5.191	215.123	 0.074	 2.690	169.985	 -0.71	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.118	 2.560	  0.06	  0.09	8.69057914757286	10.9209293800086	 22.24	 22.28	 25.81	 24.56	12.860	12.958	12.916	12.9113333333371	0.0926666666782694	
704	21/02/2018	11:22:19	 5.191	215.124	 0.073	 2.700	169.968	 -0.72	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.118	 2.570	  0.06	  0.09	8.76419625349808	11.0319416200073	 22.24	 22.28	 25.81	 24.56	12.859	12.957	12.915	12.9103333333187	0.093666666696663	
705	21/02/2018	11:22:20	 5.190	215.126	 0.069	 2.712	169.950	 -0.72	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.117	 2.582	  0.06	  0.09	8.85452103224816	11.1269453099667	 22.24	 22.29	 25.81	 24.56	12.858	12.956	12.915	12.9096666666592	0.0943333333561895	
706	21/02/2018	11:22:22	 5.190	215.128	 0.069	 2.722	169.935	 -0.73	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.117	 2.591	  0.06	  0.09	8.9207764276216	11.2379575499945	 22.24	 22.28	 25.81	 24.56	12.858	12.956	12.914	12.9093333333294	0.0946666666859528	
707	21/02/2018	11:22:23	 5.190	215.128	 0.063	 2.734	169.916	 -0.74	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.116	 2.603	  0.06	  0.09	9.01110120638623	11.3237102199928	 22.24	 22.28	 25.81	 24.56	12.857	12.955	12.914	12.9086666666699	0.0953333333454793	
708	21/02/2018	11:22:24	 5.190	215.129	 0.059	 2.745	169.900	 -0.75	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.116	 2.612	  0.06	  0.09	9.09944173351687	11.4347224600206	 22.24	 22.29	 25.80	 24.56	12.857	12.955	12.913	12.9080000000104	0.096333333349321	
709	21/02/2018	11:22:26	 5.189	215.131	 0.057	 2.756	169.883	 -0.75	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.115	 2.625	  0.06	  0.09	9.17504309109063	11.5297261499945	 22.24	 22.29	 25.80	 24.56	12.856	12.953	12.912	12.9070000000065	0.0970000000088476	
710	21/02/2018	11:22:27	 5.189	215.132	 0.056	 2.766	169.866	 -0.76	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.115	 2.634	  0.06	  0.09	9.26338361820672	11.6407383899787	 22.24	 22.28	 25.80	 24.56	12.855	12.953	12.912	12.9063333333324	0.097666666682926	
711	21/02/2018	11:22:28	 5.189	215.134	 0.054	 2.778	169.848	 -0.77	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.115	 2.647	  0.06	  0.09	9.33700072416104	11.7332485900115	 22.24	 22.29	 25.80	 24.56	12.854	12.953	12.911	12.9060000000027	0.0980000000126893	
712	21/02/2018	11:22:30	 5.189	215.135	 0.054	 2.801	169.831	 -0.78	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.114	 2.658	  0.06	  0.09	9.43468721350655	11.8560053399851	 22.24	 22.28	 25.80	 24.56	12.853	12.952	12.910	12.9050000000134	0.0990000000019791	
713	21/02/2018	11:22:31	 5.188	215.136	 0.050	 2.812	169.814	 -0.79	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.114	 2.671	  0.06	  0.09	9.51566603004176	11.9577665599936	 22.24	 22.28	 25.80	 24.56	12.852	12.951	12.910	12.9043333333539	0.0996666666615056	
714	21/02/2018	11:22:33	 5.188	215.137	 0.049	 2.826	169.795	 -0.79	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.113	 2.680	  0.06	  0.09	9.60599080883549	12.0712722900207	 22.24	 22.29	 25.80	 24.56	12.852	12.951	12.908	12.9033333333355	0.100666666679899	
715	21/02/2018	11:22:34	 5.187	215.139	 0.045	 2.837	169.777	 -0.80	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.113	 2.694	  0.06	  0.09	9.68696962534159	12.1730335100001	 22.24	 22.28	 25.80	 24.56	12.850	12.950	12.908	12.9026666666759	0.101333333339426	
716	21/02/2018	11:22:35	 5.187	215.140	 0.045	 2.851	169.759	 -0.81	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.113	 2.707	  0.06	  0.09	9.78267186306766	12.2932967700035	 22.24	 22.28	 25.79	 24.56	12.850	12.950	12.908	12.9020000000019	0.102333333343267	
717	21/02/2018	11:22:37	 5.187	215.140	 0.044	 2.851	169.738	 -0.82	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.112	 2.719	  0.06	  0.09	9.87299664184684	12.4068025000306	 22.24	 22.28	 25.80	 24.56	12.848	12.949	12.907	12.9013333333423	0.102666666673031	
718	21/02/2018	11:22:38	 5.187	215.141	 0.038	 2.864	169.719	 -0.83	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.112	 2.733	  0.06	  0.09	9.97606059015379	12.5363167800097	 22.24	 22.28	 25.80	 24.56	12.847	12.948	12.906	12.9003333333385	0.103666666676872	
719	21/02/2018	11:22:40	 5.187	215.142	 0.037	 2.889	169.699	 -0.83	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.112	 2.744	  0.06	  0.09	10.0570394066599	12.6658310600033	 22.24	 22.28	 25.80	 24.56	12.847	12.947	12.905	12.899666666679	0.104333333336399	
720	21/02/2018	11:22:41	 5.187	215.143	 0.037	 2.902	169.682	 -0.82	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.112	 2.757	  0.06	  0.09	10.152741644386	12.758341260007	 22.24	 22.28	 25.80	 24.56	12.845	12.947	12.905	12.8990000000194	0.104999999995925	
721	21/02/2018	11:22:42	 5.187	215.144	 0.035	 2.915	169.663	 -0.81	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.112	 2.768	  0.06	  0.09	10.2337204609212	12.8878555400152	 22.24	 22.28	 25.80	 24.57	12.845	12.946	12.904	12.8983333333308	0.105666666684556	
722	21/02/2018	11:22:44	 5.187	215.144	 0.036	 2.926	169.626	 -0.81	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.111	 2.781	  0.06	  0.09	10.3314069502667	12.9828592299891	 22.24	 22.28	 25.80	 24.56	12.843	12.945	12.903	12.8969999999972	0.107000000018161	
723	21/02/2018	11:22:45	 5.186	215.145	 0.034	 2.938	169.608	 -0.80	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.111	 2.793	  0.06	  0.09	10.4197474773973	13.1123735099682	 22.24	 22.28	 25.80	 24.56	12.843	12.945	12.903	12.8966666666674	0.107333333347924	
724	21/02/2018	11:22:47	 5.186	215.146	 0.034	 2.950	169.589	 -0.79	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.111	 2.805	  0.06	  0.09	10.5080880045134	13.204883710001	 22.24	 22.28	 25.79	 24.56	12.841	12.944	12.902	12.8956666666782	0.108333333337214	
725	21/02/2018	11:22:48	 5.186	215.147	 0.034	 2.963	169.589	 -0.78	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.111	 2.819	  0.06	  0.09	10.6111519528058	13.3343979899946	 22.24	 22.29	 25.80	 24.56	12.841	12.943	12.902	12.8956666666782	0.108333333337214	
726	21/02/2018	11:22:49	 5.186	215.148	 0.034	 2.976	169.569	 -0.77	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.111	 2.830	  0.06	  0.09	10.6921307693701	13.4639122699737	 22.24	 22.29	 25.79	 24.56	12.841	12.943	12.901	12.8950000000041	0.109000000011292	
727	21/02/2018	11:22:51	 5.186	215.148	 0.034	 2.987	169.551	 -0.77	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.111	 2.843	  0.06	  0.09	10.7878330070671	13.5564224700065	 22.24	 22.29	 25.80	 24.56	12.840	12.942	12.900	12.893666666685	0.110333333330345	
728	21/02/2018	11:22:52	 5.186	215.149	 0.030	 3.000	169.516	 -0.76	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.111	 2.853	  0.06	  0.09	10.8614501129923	13.6489326699957	 22.24	 22.29	 25.80	 24.56	12.839	12.941	12.900	12.8933333333553	0.110666666660109	
729	21/02/2018	11:22:54	 5.185	215.149	 0.027	 3.011	169.516	 -0.75	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.111	 2.866	  0.06	  0.09	10.9571523507038	13.7691959299991	 22.24	 22.29	 25.78	 24.57	12.839	12.940	12.899	12.8926666666666	0.111333333348739	
730	21/02/2018	11:22:55	 5.185	215.150	 0.028	 3.022	169.498	 -0.74	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.110	 2.875	  0.06	  0.09	11.047477129483	13.8827016599971	 22.24	 22.29	 25.78	 24.57	12.838	12.940	12.899	12.8923333333369	0.111666666678502	
731	21/02/2018	11:22:56	 5.185	215.151	 0.024	 3.034	169.480	 -0.73	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.110	 2.889	  0.06	  0.09	11.1284559459891	13.9844628799765	 22.24	 22.29	 25.78	 24.56	12.837	12.939	12.898	12.891333333333	0.112666666682344	
732	21/02/2018	11:22:58	 5.185	215.152	 0.025	 3.047	169.462	 -0.73	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.110	 2.901	  0.06	  0.09	11.2167964731198	14.0954751199897	 22.24	 22.29	 25.79	 24.56	12.837	12.938	12.897	12.8903333333437	0.113666666671634	
733	21/02/2018	11:22:59	 5.185	215.152	 0.025	 3.047	169.445	 -0.72	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.109	 2.911	  0.06	  0.09	11.2923978307226	14.2089808500023	 22.24	 22.29	 25.79	 24.56	12.835	12.937	12.896	12.8893333333399	0.114666666675475	
734	21/02/2018	11:23:01	 5.184	215.153	 0.025	 3.068	169.428	 -0.71	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.109	 2.923	  0.06	  0.09	11.3807383578242	14.3014910499915	 22.24	 22.29	 25.79	 24.56	12.835	12.937	12.896	12.8893333333399	0.114666666675475	
735	21/02/2018	11:23:02	 5.184	215.153	 0.024	 3.078	169.397	 -0.70	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.109	 2.932	  0.06	  0.09	11.4469937531831	14.4032522699999	 22.24	 22.29	 25.78	 24.56	12.835	12.936	12.895	12.8886666666804	0.115666666664765	
736	21/02/2018	11:23:04	 5.184	215.153	 0.020	 3.089	169.397	 -0.69	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.109	 2.945	  0.06	  0.09	11.5426959908946	14.5050134900084	 22.24	 22.29	 25.79	 24.57	12.834	12.936	12.895	12.8883333333506	0.115666666664765	
737	21/02/2018	11:23:05	 5.184	215.154	 0.019	 3.101	169.380	 -0.69	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.109	 2.955	  0.06	  0.09	11.6310365180107	14.6160257299925	 22.24	 22.29	 25.79	 24.56	12.834	12.935	12.894	12.887666666662	0.116666666683159	
738	21/02/2018	11:23:06	 5.184	215.154	 0.019	 3.111	169.364	 -0.68	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.109	 2.965	  0.06	  0.09	11.6899302027596	14.6900338899868	 22.24	 22.29	 25.78	 24.56	12.832	12.935	12.893	12.8866666666581	0.117333333357237	
739	21/02/2018	11:23:08	 5.184	215.155	 0.020	 3.111	169.348	 -0.67	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.108	 2.975	  0.06	  0.09	11.7802549815242	14.8035396199848	 22.24	 22.29	 25.78	 24.56	12.832	12.934	12.893	12.8863333333284	0.118000000016764	
740	21/02/2018	11:23:09	 5.184	215.155	 0.015	 3.124	169.331	 -0.66	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.108	 2.986	  0.06	  0.09	11.8465103768685	14.8867987999984	 22.24	 22.29	 25.78	 24.56	12.830	12.934	12.892	12.8853333333391	0.11866666667629	
741	21/02/2018	11:23:10	 5.183	215.156	 0.015	 3.135	169.315	 -0.65	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.108	 2.995	  0.06	  0.09	11.9348509039846	14.9978110399825	 22.24	 22.29	 25.78	 24.56	12.830	12.933	12.892	12.8850000000093	0.119000000006054	
742	21/02/2018	11:23:12	 5.183	215.156	 0.013	 3.146	169.299	 -0.64	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.108	 3.007	  0.06	  0.09	12.0011062993581	15.0810702200251	 22.24	 22.29	 25.78	 24.57	12.829	12.933	12.891	12.8843333333498	0.11966666666558	
743	21/02/2018	11:23:13	 5.183	215.156	 0.008	 3.156	169.284	 -0.64	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.107	 3.017	  0.06	  0.09	12.0767076569027	15.1853249300038	 22.24	 22.29	 25.78	 24.56	12.829	12.932	12.891	12.8840000000055	0.120333333339659	
744	21/02/2018	11:23:15	 5.183	215.156	 0.007	 3.167	169.268	 -0.63	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.107	 3.027	  0.06	  0.09	12.1503247628425	15.2685841099737	 22.24	 22.29	 25.78	 24.56	12.828	12.932	12.890	12.8833333333459	0.120666666669422	
745	21/02/2018	11:23:16	 5.183	215.156	 0.006	 3.177	169.254	 -0.62	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.107	 3.036	  0.06	  0.09	12.2313035793632	15.3703453299822	 22.24	 22.29	 25.78	 24.56	12.827	12.931	12.890	12.8826666666573	0.121333333358052	
746	21/02/2018	11:23:17	 5.182	215.156	 0.005	 3.189	169.237	 -0.61	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.107	 3.047	  0.06	  0.09	12.2975589747221	15.4536045099958	 22.24	 22.29	 25.78	 24.56	12.827	12.931	12.889	12.8823333333276	0.121666666687815	
747	21/02/2018	11:23:19	 5.182	215.156	 0.005	 3.199	169.223	 -0.60	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.107	 3.055	  0.06	  0.09	12.3711760806473	15.546114709985	 22.24	 22.29	 25.78	 24.56	12.827	12.930	12.889	12.8819999999978	0.122000000017579	
748	21/02/2018	11:23:20	 5.182	215.157	 0.005	 3.209	169.209	 -0.60	 0.219	207.398	 -1.00	 0.199	193.076	 -3.00	 5.107	 3.066	  0.06	  0.09	12.4374314759916	15.6293738899985	 22.24	 22.29	 25.76	 24.56	12.826	12.930	12.889	12.881666666668	0.122333333347342	
749	21/02/2018	11:23:22	 5.182	215.157	 0.004	 3.218	169.195	 -0.59	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.107	 3.075	  0.06	  0.09	12.5184102925268	15.731135110007	 22.24	 22.29	 25.76	 24.56	12.825	12.929	12.888	12.8806666666787	0.123000000006869	
750	21/02/2018	11:23:23	 5.182	215.157	 0.005	 3.228	169.182	 -0.58	 0.219	207.398	 -1.00	 0.200	193.076	 -3.00	 5.107	 3.085	  0.06	  0.09	12.5773039772466	15.8051432699722	 22.24	 22.29	 25.75	 24.56	12.825	12.929	12.888	12.8806666666787	0.123333333336632	
