Record number	date	time	Radial Pump P(MPa)	Radial Pump V(mL)	Radial Pump Q(mL/m)	Axial Pump P(MPa)	Axial Pump V(mL)	Axial Pump Q(mL/m)	Bottom Pore Pump P(MPa)	Bottom Pore Pump V(mL)	Bottom Pore Pump Q(mL/m)	Top Pore Pump P(MPa)	Top Pore Pump V(mL)	Top Pore Pump Q(mL/m)	Radial Pressure(MPa)	Axial Pressure(MPa)	Top Pore Pressure(MPa)	Bottom Pore Pressure(MPa)	Calculated Axial Stress(MPa)	Calculated Axial Load(kN)	T Cap reg(°C)	T Body reg(°C)	Top Temperature(°C)	Bottom Temperature (°C)	Deformation 1(mm)	Deformation 2(mm)	Deformation 3(mm)	Average Deformation(mm)	Relative Average Deformation(mm)	
86	31/03/2017	12:06:23	 2.668	216.053	-17.251	 0.757	201.164	  -2.7	 1.004	184.553	  0.03	 0.198	146.841	 -1.47	 1.582	 0.601	  0.02	  0.04	1.27736494142846	1.60518787999899	 23.63	 23.53	 26.51	 25.83	13.739	13.329	13.015	13.3609999999899	0.0110000000277068	
87	31/03/2017	12:06:26	 2.688	215.550	-17.143	 0.765	201.033	  -2.6	 1.006	184.557	  0.10	 0.198	146.841	 -1.47	 1.608	 0.614	  0.02	  0.04	1.32346088776103	1.66311388999566	 23.63	 23.52	 26.52	 25.83	13.737	13.329	13.015	13.3603333333303	0.0116666666872334	
88	31/03/2017	12:06:28	 2.715	214.635	-17.059	 0.780	200.974	  -2.6	 0.990	184.560	  0.11	 0.198	146.841	 -1.47	 1.633	 0.626	  0.02	  0.04	1.36219512350726	1.71178888000577	 23.63	 23.52	 26.53	 25.82	13.736	13.330	13.014	13.3600000000006	0.0120000000169966	
89	31/03/2017	12:06:30	 2.722	214.181	-16.829	 0.787	200.848	  -2.4	 0.988	184.559	 -0.02	 0.198	146.841	 -1.47	 1.658	 0.639	  0.02	  0.04	1.40630681818766	1.76722140000675	 23.63	 23.53	 26.55	 25.82	13.735	13.330	13.014	13.3600000000006	0.0120000000169966	
90	31/03/2017	12:06:32	 2.745	213.741	-16.687	 0.804	200.730	  -2.4	 0.986	184.557	 -0.04	 0.198	146.841	 -1.47	 1.687	 0.652	  0.02	  0.04	1.47448789629016	1.8529004699958	 23.63	 23.53	 26.55	 25.81	13.734	13.330	13.014	13.3593333333411	0.0126666666765232	
91	31/03/2017	12:06:34	 2.772	212.828	-16.616	 0.810	200.668	  -2.3	 0.986	184.552	 -0.07	 0.198	146.841	 -1.47	 1.710	 0.665	  0.02	  0.04	1.4945302075339	1.89658848000363	 23.63	 23.53	 26.52	 25.80	13.733	13.330	13.013	13.358666666667	0.0133333333506016	
92	31/03/2017	12:06:36	 2.778	212.359	-16.386	 0.819	200.607	  -2.3	 0.993	184.551	 -0.06	 0.198	146.841	 -1.47	 1.741	 0.678	  0.02	  0.04	1.53665765055666	1.94027649000236	 23.63	 23.53	 26.52	 25.80	13.731	13.330	13.013	13.3580000000075	0.0140000000101281	
93	31/03/2017	12:06:38	 2.803	211.897	-16.312	 0.834	200.495	  -2.2	 1.003	184.550	 -0.05	 0.198	146.841	 -1.47	 1.763	 0.691	  0.02	  0.04	1.58076934523524	1.99570901000516	 23.63	 23.53	 26.53	 25.80	13.730	13.330	13.013	13.3576666666777	0.0143333333398914	
94	31/03/2017	12:06:41	 2.812	211.464	-16.171	 0.843	200.433	  -2.2	 1.007	184.555	  0.09	 0.198	146.841	 -1.47	 1.792	 0.704	  0.02	  0.04	1.61892828494456	2.03441003999251	 23.63	 23.53	 26.53	 25.82	13.730	13.330	13.013	13.3576666666777	0.0143333333398914	
95	31/03/2017	12:06:43	 2.841	210.584	-15.957	 0.859	200.328	  -2.2	 0.992	184.560	  0.08	 0.198	146.841	 -1.47	 1.818	 0.718	  0.02	  0.04	1.67833869684546	2.10906754000462	 23.63	 23.53	 26.53	 25.82	13.729	13.330	13.013	13.3573333333479	0.0146666666696547	
96	31/03/2017	12:06:45	 2.866	210.171	-15.819	 0.866	200.280	  -2.1	 0.989	184.557	 -0.05	 0.198	146.841	 -1.47	 1.847	 0.730	  0.02	  0.04	1.70119891933427	2.13779460999285	 23.63	 23.53	 26.53	 25.83	13.728	13.330	13.012	13.3566666666738	0.0153333333437331	
97	31/03/2017	12:06:47	 2.873	209.718	-15.748	 0.906	200.144	  -3.7	 0.987	184.555	 -0.05	 0.198	146.841	 -1.47	 1.875	 0.748	  0.02	  0.04	1.78608767029436	2.24446920999981	 23.63	 23.53	 26.53	 25.83	13.726	13.330	13.012	13.3560000000143	0.0160000000032596	
98	31/03/2017	12:06:49	 2.910	208.838	-15.619	 0.943	200.049	  -3.5	 0.991	184.552	 -0.06	 0.198	146.841	 -1.47	 1.903	 0.771	  0.02	  0.04	1.899847967592	2.3749575000038	 23.63	 23.53	 26.54	 25.81	13.725	13.330	13.011	13.3546666666662	0.0173333333514165	
99	31/03/2017	12:06:51	 2.935	208.439	-15.391	 0.966	199.890	  -3.3	 0.998	184.550	 -0.05	 0.198	146.841	 -1.47	 1.933	 0.794	  0.02	  0.04	2.00963976158164	2.51541974999782	 23.63	 23.53	 26.54	 25.80	13.723	13.328	13.011	13.3536666666623	0.0183333333552582	
100	31/03/2017	12:06:54	 2.942	208.049	-15.226	 0.978	199.820	  -2.9	 1.005	184.553	  0.05	 0.198	146.841	 -1.47	 1.963	 0.816	  0.02	  0.04	2.11206984498494	2.65411145000326	 23.63	 23.53	 26.55	 25.81	13.721	13.328	13.010	13.3530000000028	0.019333333344548	
101	31/03/2017	12:06:56	 2.975	207.238	-15.088	 0.996	199.680	  -2.8	 1.001	184.560	  0.09	 0.198	146.841	 -1.47	 1.993	 0.836	  0.02	  0.04	2.19977650719375	2.76432715000192	 23.63	 23.53	 26.56	 25.84	13.719	13.327	13.009	13.3516666666692	0.0203333333483897	
102	31/03/2017	12:06:58	 2.993	206.823	-14.882	 1.006	199.616	  -2.5	 0.989	184.560	  0.03	 0.198	146.841	 -1.47	 2.023	 0.855	  0.02	  0.04	2.28012145880712	2.86529182999584	 23.63	 23.53	 26.55	 25.83	13.717	13.327	13.009	13.3510000000097	0.0213333333376795	
103	31/03/2017	12:07:00	 3.011	206.419	-14.712	 1.026	199.486	  -2.4	 0.987	184.559	 -0.03	 0.198	146.841	 -1.47	 2.053	 0.873	  0.02	  0.04	2.35310469983233	2.95700548999594	 23.63	 23.53	 26.56	 25.83	13.716	13.326	13.008	13.3500000000204	0.021999999997206	
104	31/03/2017	12:07:02	 3.049	205.577	-14.663	 1.033	199.427	  -2.2	 0.985	184.554	 -0.05	 0.198	146.841	 -1.47	 2.083	 0.891	  0.02	  0.04	2.42608794085027	3.04871914999239	 23.63	 23.53	 26.55	 25.84	13.715	13.326	13.008	13.3496666666615	0.0226666666858364	
105	31/03/2017	12:07:04	 3.061	205.169	-14.346	 1.053	199.368	  -2.1	 0.987	184.552	 -0.07	 0.198	146.841	 -1.47	 2.113	 0.907	  0.02	  0.04	2.48434776068825	3.12193076999392	 23.63	 23.53	 26.55	 25.83	13.713	13.325	13.007	13.3483333333279	0.0236666666896781	
106	31/03/2017	12:07:06	 3.086	204.824	-14.243	 1.063	199.268	  -2.0	 0.994	184.551	 -0.04	 0.198	146.841	 -1.47	 2.144	 0.924	  0.02	  0.04	2.54798503946949	3.20189992000087	 23.63	 23.53	 26.56	 25.83	13.712	13.325	13.007	13.3479999999981	0.0240000000194414	
107	31/03/2017	12:07:09	 3.100	204.417	-14.091	 1.071	199.220	  -1.9	 1.006	184.552	  0.03	 0.198	146.841	 -1.47	 2.175	 0.940	  0.02	  0.04	2.60426060764803	3.2726180499958	 23.63	 23.53	 26.56	 25.83	13.710	13.324	13.007	13.3470000000088	0.0250000000087311	
108	31/03/2017	12:07:11	 3.137	203.643	-13.893	 1.090	199.124	  -1.8	 1.001	184.561	  0.13	 0.198	146.841	 -1.47	 2.206	 0.954	  0.02	  0.04	2.64581275464661	3.32483414000308	 23.63	 23.53	 26.58	 25.83	13.710	13.324	13.006	13.3466666666791	0.0253333333384944	
109	31/03/2017	12:07:13	 3.160	203.282	-13.676	 1.102	199.079	  -1.8	 0.988	184.560	  0.02	 0.198	146.841	 -1.47	 2.238	 0.970	  0.02	  0.04	2.70010407117297	3.39305877999868	 23.63	 23.53	 26.58	 25.83	13.709	13.324	13.006	13.3463333333348	0.0256666666828096	
110	31/03/2017	12:07:15	 3.177	202.931	-13.576	 1.118	198.993	  -1.7	 0.986	184.558	 -0.02	 0.198	146.841	 -1.47	 2.265	 0.985	  0.02	  0.04	2.74901792875607	3.45452588999251	 23.63	 23.53	 26.58	 25.83	13.708	13.323	13.006	13.3456666666752	0.0263333333423361	
111	31/03/2017	12:07:17	 3.214	202.216	-13.251	 1.125	198.952	  -1.7	 0.984	184.553	 -0.09	 0.198	146.841	 -1.47	 2.296	 0.998	  0.02	  0.04	2.79594753469428	3.51349950999793	 23.63	 23.53	 26.60	 25.82	13.707	13.323	13.006	13.3453333333455	0.0266666666720994	
112	31/03/2017	12:07:19	 3.224	201.857	-13.176	 1.145	198.870	  -1.6	 0.991	184.551	 -0.08	 0.198	146.841	 -1.47	 2.327	 1.015	  0.02	  0.04	2.84287714062521	3.57247312999607	 23.63	 23.53	 26.60	 25.82	13.707	13.322	13.005	13.344666666686	0.0273333333316259	
113	31/03/2017	12:07:22	 3.251	201.497	-13.033	 1.157	198.829	  -1.6	 0.999	184.551	 -0.04	 0.198	146.841	 -1.47	 2.364	 1.030	  0.02	  0.04	2.89179099822286	3.63394024001173	 23.63	 23.53	 26.58	 25.83	13.706	13.322	13.005	13.3443333333562	0.0276666666613892	
114	31/03/2017	12:07:24	 3.281	200.735	-12.856	 1.177	198.747	  -1.5	 1.006	184.554	  0.07	 0.198	146.841	 -1.47	 2.396	 1.044	  0.02	  0.04	2.93135889355835	3.68366284000149	 23.63	 23.53	 26.59	 25.83	13.706	13.322	13.005	13.3443333333562	0.0276666666613892	
115	31/03/2017	12:07:26	 3.305	200.382	-12.621	 1.184	198.708	  -1.5	 0.996	184.560	  0.10	 0.198	146.841	 -1.47	 2.429	 1.058	  0.02	  0.04	2.96894253724895	3.73089195001012	 23.63	 23.53	 26.60	 25.83	13.706	13.322	13.004	13.3436666666676	0.0283333333500195	
116	31/03/2017	12:07:28	 3.316	200.013	-12.483	 1.197	198.667	  -1.5	 0.988	184.560	  0.00	 0.198	146.841	 -1.47	 2.461	 1.074	  0.02	  0.04	3.02323385376803	3.79911659000209	 23.63	 23.53	 26.61	 25.84	13.704	13.322	13.004	13.3429999999935	0.029000000024098	
117	31/03/2017	12:07:30	 3.342	199.675	-12.317	 1.215	198.593	  -1.4	 0.986	184.558	 -0.05	 0.198	146.841	 -1.47	 2.493	 1.088	  0.02	  0.04	3.06280174909989	3.84883918999185	 23.63	 23.53	 26.61	 25.84	13.703	13.321	13.004	13.3426666666637	0.0293333333538612	
118	31/03/2017	12:07:32	 3.370	198.974	-12.231	 1.224	198.556	  -1.4	 0.985	184.553	 -0.06	 0.198	146.841	 -1.47	 2.525	 1.101	  0.02	  0.04	3.09500793385087	3.8893107699987	 23.63	 23.53	 26.59	 25.83	13.702	13.321	13.004	13.3426666666637	0.0293333333538612	
119	31/03/2017	12:07:35	 3.397	198.629	-11.919	 1.245	198.483	  -1.4	 0.993	184.551	 -0.05	 0.198	146.841	 -1.47	 2.554	 1.114	  0.02	  0.04	3.14929925038086	3.95753541000158	 23.63	 23.53	 26.60	 25.83	13.702	13.321	13.004	13.342333333334	0.0296666666836245	
120	31/03/2017	12:07:37	 3.406	198.305	-11.794	 1.254	198.447	  -1.3	 0.999	184.551	 -0.00	 0.198	146.841	 -1.47	 2.590	 1.130	  0.02	  0.04	3.17952118346875	3.9955134999982	 23.63	 23.53	 26.61	 25.83	13.701	13.321	13.004	13.3420000000042	0.0300000000133878	
121	31/03/2017	12:07:39	 3.430	197.963	-11.718	 1.272	198.413	  -1.3	 1.003	184.554	  0.04	 0.198	146.841	 -1.47	 2.622	 1.144	  0.02	  0.04	3.2190890788188	4.04523610000615	 23.63	 23.53	 26.61	 25.83	13.700	13.321	13.004	13.3416666666744	0.030333333343151	
122	31/03/2017	12:07:41	 3.461	197.297	-11.539	 1.280	198.343	  -1.2	 1.001	184.560	  0.09	 0.198	146.841	 -1.47	 2.653	 1.158	  0.02	  0.04	3.2507199675274	4.08498473999498	 23.63	 23.53	 26.60	 25.83	13.700	13.321	13.004	13.3413333333447	0.0306666666729143	
123	31/03/2017	12:07:43	 3.485	196.989	-11.325	 1.292	198.311	  -1.3	 0.991	184.558	  0.04	 0.198	146.841	 -1.47	 2.687	 1.171	  0.02	  0.04	3.29169681850908	4.13647789001698	 23.63	 23.53	 26.61	 25.83	13.700	13.320	13.004	13.3410000000003	0.0310000000172295	
124	31/03/2017	12:07:46	 3.499	196.660	-11.153	 1.314	198.240	  -1.3	 0.988	184.557	 -0.04	 0.198	146.841	 -1.47	 2.719	 1.186	  0.02	  0.04	3.32787150654258	4.18193644998246	 23.63	 23.53	 26.63	 25.83	13.699	13.320	13.004	13.3410000000003	0.0310000000172295	
125	31/03/2017	12:07:48	 3.519	196.326	-11.022	 1.322	198.209	  -1.2	 0.987	184.555	 -0.05	 0.198	146.841	 -1.47	 2.752	 1.200	  0.02	  0.04	3.36545515024773	4.22916556000564	 23.63	 23.53	 26.65	 25.83	13.698	13.320	13.003	13.3403333333408	0.031666666676756	
126	31/03/2017	12:07:50	 3.550	195.774	-10.759	 1.343	198.151	  -1.2	 0.990	184.552	 -0.05	 0.198	146.841	 -1.47	 2.787	 1.214	  0.02	  0.04	3.4070072972354	4.29988369000057	 23.63	 23.53	 26.67	 25.83	13.697	13.320	13.003	13.3400000000111	0.0320000000065193	
127	31/03/2017	12:07:52	 3.569	195.468	-10.640	 1.351	198.119	  -1.2	 0.997	184.550	 -0.06	 0.198	146.841	 -1.47	 2.815	 1.228	  0.02	  0.04	3.44657519257453	4.33110424999904	 23.63	 23.53	 26.65	 25.83	13.696	13.319	13.003	13.3393333333515	0.0326666666660458	
128	31/03/2017	12:07:54	 3.593	195.195	-10.542	 1.371	198.059	  -1.1	 1.007	184.553	  0.02	 0.198	146.841	 -1.47	 2.852	 1.243	  0.02	  0.04	3.49152054685328	4.3968354000026	 23.63	 23.53	 26.65	 25.83	13.696	13.319	13.003	13.3393333333515	0.0326666666660458	
129	31/03/2017	12:07:56	 3.625	194.561	-10.383	 1.380	198.024	  -1.1	 0.994	184.558	  0.12	 0.198	146.841	 -1.47	 2.880	 1.256	  0.02	  0.04	3.52372673160062	4.42805596000107	 23.64	 23.53	 26.62	 25.84	13.696	13.319	13.003	13.3393333333515	0.0326666666660458	
130	31/03/2017	12:07:59	 3.648	194.305	-10.064	 1.398	197.995	  -1.1	 0.988	184.560	 -0.00	 0.198	146.841	 -1.47	 2.912	 1.269	  0.02	  0.04	3.56386992296393	4.46852753999701	 23.64	 23.53	 26.62	 25.86	13.695	13.319	13.002	13.3390000000218	0.032999999995809	
131	31/03/2017	12:08:01	 3.655	194.020	-9.994	 1.409	197.938	  -1.1	 0.986	184.558	 -0.03	 0.198	146.841	 -1.47	 2.943	 1.284	  0.02	  0.04	3.6068310255796	4.53248813998653	 23.64	 23.53	 26.63	 25.87	13.695	13.318	13.003	13.3386666666629	0.0336666666844394	
132	31/03/2017	12:08:03	 3.697	193.766	-9.880	 1.414	197.913	  -1.1	 0.985	184.556	 -0.06	 0.198	146.841	 -1.47	 2.974	 1.297	  0.02	  0.04	3.64697421695746	4.58293367999431	 23.64	 23.53	 26.67	 25.83	13.694	13.318	13.002	13.3380000000034	0.0340000000142027	
133	31/03/2017	12:08:05	 3.709	193.191	-9.700	 1.434	197.854	  -1.0	 0.992	184.551	 -0.08	 0.198	146.841	 -1.47	 3.004	 1.309	  0.02	  0.04	3.69051061560822	4.63764326000091	 23.64	 23.53	 26.68	 25.84	13.694	13.318	13.002	13.3380000000034	0.0340000000142027	
134	31/03/2017	12:08:07	 3.723	192.953	-9.500	 1.444	197.830	  -1.0	 0.999	184.551	 -0.04	 0.198	146.841	 -1.47	 3.036	 1.324	  0.02	  0.04	3.72271680036283	4.67063437000616	 23.64	 23.53	 26.68	 25.83	13.693	13.317	13.002	13.3373333333293	0.0346666666882811	
135	31/03/2017	12:08:09	 3.744	192.711	-9.341	 1.463	197.780	  -1.0	 1.004	184.553	  0.07	 0.198	146.841	 -1.47	 3.065	 1.334	  0.02	  0.04	3.75351402946762	4.70684190998873	 23.64	 23.53	 26.68	 25.83	13.692	13.317	13.002	13.3369999999995	0.0350000000180444	
136	31/03/2017	12:08:11	 3.771	192.198	-9.249	 1.473	197.753	  -1.1	 1.001	184.560	  0.10	 0.198	146.841	 -1.47	 3.096	 1.347	  0.02	  0.04	3.78770446586714	4.74731348999921	 23.64	 23.53	 26.68	 25.83	13.691	13.317	13.002	13.3366666666698	0.0353333333478076	
137	31/03/2017	12:08:14	 3.785	191.968	-9.066	 1.488	197.702	  -0.9	 0.990	184.560	  0.06	 0.198	146.841	 -1.47	 3.128	 1.363	  0.02	  0.04	3.82727236120627	4.79952957998466	 23.64	 23.53	 26.66	 25.83	13.691	13.317	13.002	13.3366666666698	0.0353333333478076	
138	31/03/2017	12:08:16	 3.813	191.723	-8.902	 1.495	197.676	  -0.9	 0.987	184.559	 -0.01	 0.198	146.841	 -1.47	 3.157	 1.375	  0.02	  0.04	3.850132583706	4.83823060998839	 23.64	 23.53	 26.67	 25.84	13.690	13.317	13.002	13.3366666666698	0.0353333333478076	
139	31/03/2017	12:08:18	 3.837	191.459	-8.746	 1.516	197.625	  -0.9	 0.985	184.557	 -0.06	 0.198	146.841	 -1.47	 3.186	 1.388	  0.02	  0.04	3.88829152343169	4.88618266000412	 23.64	 23.53	 26.67	 25.83	13.689	13.317	13.001	13.3356666666659	0.0363333333516493	
140	31/03/2017	12:08:20	 3.857	191.003	-8.562	 1.523	197.602	  -1.0	 0.986	184.552	 -0.08	 0.198	146.841	 -1.47	 3.217	 1.401	  0.02	  0.04	3.92248195982029	4.92914772999211	 23.64	 23.53	 26.67	 25.83	13.689	13.316	13.001	13.3353333333362	0.0366666666814126	
141	31/03/2017	12:08:22	 3.874	190.767	-8.387	 1.541	197.557	  -0.9	 0.995	184.551	 -0.03	 0.198	146.841	 -1.47	 3.246	 1.415	  0.02	  0.04	3.96998686180086	4.98884429001919	 23.64	 23.53	 26.67	 25.84	13.690	13.316	13.001	13.3356666666805	0.0363333333370974	
142	31/03/2017	12:08:24	 3.896	190.332	-8.325	 1.551	197.533	  -0.9	 1.005	184.555	 -0.03	 0.198	146.841	 -1.47	 3.275	 1.427	  0.02	  0.04	3.9987998392462	5.02505182999448	 23.64	 23.53	 26.68	 25.84	13.689	13.316	13.001	13.3353333333362	0.0366666666814126	
143	31/03/2017	12:08:27	 3.919	190.110	-8.064	 1.563	197.490	  -0.9	 1.006	184.558	  0.11	 0.198	146.841	 -1.47	 3.304	 1.439	  0.02	  0.04	4.02959706836555	5.0637528599982	 23.64	 23.53	 26.68	 25.85	13.688	13.316	13.001	13.3350000000064	0.0370000000111759	
144	31/03/2017	12:08:29	 3.933	189.915	-7.975	 1.574	197.467	  -0.9	 0.997	184.560	  0.10	 0.198	146.841	 -1.47	 3.333	 1.451	  0.02	  0.04	4.06833130410814	5.10494737999397	 23.64	 23.53	 26.69	 25.84	13.688	13.315	13.001	13.3346666666766	0.0373333333409391	
145	31/03/2017	12:08:31	 3.958	189.685	-7.849	 1.586	197.445	  -0.8	 0.990	184.557	 -0.06	 0.198	146.841	 -1.47	 3.361	 1.462	  0.02	  0.04	4.09375107429514	5.15289942999516	 23.64	 23.53	 26.68	 25.84	13.687	13.315	13.001	13.3343333333469	0.0376666666707024	
146	31/03/2017	12:08:33	 3.976	189.260	-7.667	 1.593	197.400	  -0.8	 0.986	184.554	 -0.06	 0.198	146.841	 -1.47	 3.389	 1.474	  0.02	  0.04	4.12653255507757	5.19409395000548	 23.64	 23.53	 26.69	 25.84	13.685	13.315	13.000	13.3333333333285	0.038666666689096	
147	31/03/2017	12:08:35	 3.995	189.057	-7.506	 1.610	197.379	  -0.8	 0.988	184.552	 -0.06	 0.198	146.841	 -1.47	 3.416	 1.486	  0.02	  0.04	4.16808470206888	5.23778196000785	 23.64	 23.53	 26.69	 25.84	13.686	13.315	13.000	13.3336666666873	0.0383333333302289	
148	31/03/2017	12:08:37	 4.016	188.862	-7.384	 1.617	197.337	  -0.8	 1.003	184.552	 -0.05	 0.198	146.841	 -1.47	 3.444	 1.500	  0.02	  0.04	4.20086618284404	5.27897648000362	 23.64	 23.53	 26.69	 25.83	13.685	13.315	13.000	13.3333333333285	0.038666666689096	
149	31/03/2017	12:08:40	 4.032	188.450	-7.332	 1.624	197.317	  -0.8	 1.007	184.555	 -0.01	 0.198	146.841	 -1.47	 3.471	 1.511	  0.02	  0.04	4.2282702046723	5.31341347000125	 23.65	 23.53	 26.69	 25.83	13.685	13.315	13.000	13.3333333333285	0.038666666689096	
150	31/03/2017	12:08:42	 4.053	188.245	-7.064	 1.641	197.276	  -0.8	 1.006	184.560	  0.12	 0.198	146.841	 -1.47	 3.497	 1.522	  0.02	  0.04	4.25567422651511	5.34785046000616	 23.65	 23.53	 26.69	 25.84	13.684	13.315	12.999	13.332666666669	0.0393333333486225	
151	31/03/2017	12:08:44	 4.064	188.045	-6.997	 1.649	197.256	  -0.7	 0.991	184.561	  0.07	 0.198	146.841	 -1.47	 3.523	 1.533	  0.02	  0.04	4.28903100331081	5.40826996000396	 23.65	 23.53	 26.69	 25.83	13.684	13.315	12.999	13.332666666669	0.0393333333486225	
152	31/03/2017	12:08:46	 4.088	187.680	-6.893	 1.662	197.219	  -0.7	 0.987	184.558	 -0.00	 0.198	146.841	 -1.47	 3.553	 1.545	  0.02	  0.04	4.3237967357345	5.43345592999685	 23.64	 23.53	 26.68	 25.84	13.685	13.314	13.000	13.332666666669	0.0393333333486225	
153	31/03/2017	12:08:48	 4.108	187.476	-6.637	 1.673	197.198	  -0.7	 0.986	184.555	 -0.07	 0.198	146.841	 -1.47	 3.578	 1.556	  0.02	  0.04	4.35516926088167	5.47215696000785	 23.64	 23.54	 26.72	 25.84	13.684	13.314	12.999	13.3323333333246	0.0396666666929377	
154	31/03/2017	12:08:50	 4.123	187.275	-6.562	 1.689	197.178	  -0.7	 0.985	184.553	 -0.07	 0.198	146.841	 -1.47	 3.603	 1.567	  0.02	  0.04	4.38654178602155	5.51158092999685	 23.64	 23.54	 26.71	 25.85	13.683	13.314	12.999	13.3319999999949	0.040000000022701	
155	31/03/2017	12:08:53	 4.134	187.082	-6.454	 1.698	197.139	  -0.7	 0.993	184.551	 -0.05	 0.198	146.841	 -1.47	 3.629	 1.577	  0.02	  0.04	4.40856834891019	5.53998332998162	 23.64	 23.54	 26.71	 25.85	13.683	13.314	12.999	13.3316666666651	0.0403333333524643	
156	31/03/2017	12:08:55	 4.160	186.727	-6.357	 1.703	197.122	  -0.7	 1.004	184.551	 -0.01	 0.198	146.841	 -1.47	 3.652	 1.588	  0.02	  0.04	4.44390937738353	5.58439427999838	 23.65	 23.54	 26.71	 25.88	13.682	13.314	12.999	13.3316666666651	0.0403333333524643	
157	31/03/2017	12:08:57	 4.178	186.559	-6.175	 1.720	197.086	  -0.6	 1.005	184.558	  0.10	 0.198	146.841	 -1.47	 3.677	 1.598	  0.02	  0.04	4.46792019192799	5.62381825000193	 23.64	 23.54	 26.70	 25.88	13.681	13.313	12.999	13.3313333333354	0.0406666666822275	
158	31/03/2017	12:08:59	 4.189	186.392	-6.042	 1.731	197.070	  -0.6	 0.999	184.560	  0.09	 0.198	146.841	 -1.47	 3.701	 1.608	  0.02	  0.04	4.49391525814281	5.64723366999533	 23.65	 23.54	 26.70	 25.88	13.681	13.313	12.998	13.3306666666758	0.041333333341754	
159	31/03/2017	12:09:01	 4.208	186.244	-5.992	 1.739	197.038	  -0.6	 0.987	184.560	  0.05	 0.198	146.841	 -1.47	 3.723	 1.619	  0.02	  0.04	4.53124053825741	5.69413810999686	 23.64	 23.54	 26.71	 25.86	13.681	13.313	12.998	13.3303333333315	0.0416666666860692	
160	31/03/2017	12:09:03	 4.220	185.910	-5.895	 1.746	197.022	  -0.6	 0.986	184.556	 -0.02	 0.198	146.841	 -1.47	 3.742	 1.627	  0.02	  0.04	4.54648068659299	5.73179153000092	 23.65	 23.54	 26.72	 25.87	13.680	13.312	12.998	13.3300000000017	0.0420000000158325	
161	31/03/2017	12:09:06	 4.239	185.748	-5.744	 1.758	196.990	  -0.6	 0.985	184.554	 -0.07	 0.198	146.841	 -1.47	 3.769	 1.639	  0.02	  0.04	4.58719917397684	5.76445796999178	 23.65	 23.54	 26.71	 25.88	13.679	13.313	12.998	13.3300000000017	0.0416666666860692	
162	31/03/2017	12:09:08	 4.253	185.589	-5.603	 1.766	196.973	  -0.6	 0.988	184.552	 -0.07	 0.198	146.841	 -1.47	 3.791	 1.648	  0.02	  0.04	4.60980103290785	5.79286036999838	 23.65	 23.54	 26.71	 25.84	13.680	13.312	12.998	13.3300000000017	0.0420000000158325	
163	31/03/2017	12:09:10	 4.261	185.424	-5.498	 1.773	196.956	  -0.5	 0.996	184.551	 -0.04	 0.198	146.841	 -1.47	 3.813	 1.657	  0.02	  0.04	4.63240289182431	5.82126276998315	 23.65	 23.54	 26.71	 25.85	13.680	13.312	12.998	13.3300000000017	0.0420000000158325	
164	31/03/2017	12:09:12	 4.283	185.120	-5.370	 1.789	196.926	  -0.6	 1.005	184.556	  0.07	 0.198	146.841	 -1.47	 3.836	 1.666	  0.02	  0.04	4.65302049910679	5.83969120999973	 23.65	 23.54	 26.71	 25.88	13.679	13.312	12.998	13.329666666672	0.0423333333455957	
165	31/03/2017	12:09:14	 4.295	184.984	-5.268	 1.798	196.912	  -0.6	 1.006	184.559	  0.11	 0.198	146.841	 -1.47	 3.857	 1.675	  0.02	  0.04	4.67760660967906	5.88908914000058	 23.65	 23.54	 26.70	 25.88	13.679	13.312	12.997	13.3293333333422	0.042666666675359	
166	31/03/2017	12:09:16	 4.308	184.844	-5.152	 1.807	196.884	  -0.5	 0.993	184.561	  0.01	 0.198	146.841	 -1.47	 3.877	 1.685	  0.02	  0.04	4.71153868250985	5.93172953998874	 23.65	 23.54	 26.70	 25.88	13.679	13.312	12.997	13.3293333333422	0.042666666675359	
167	31/03/2017	12:09:19	 4.332	184.550	-5.091	 1.812	196.866	  -0.5	 0.986	184.555	 -0.05	 0.198	146.841	 -1.47	 3.898	 1.693	  0.02	  0.04	4.72876308249397	5.95337440998992	 23.65	 23.54	 26.72	 25.88	13.679	13.312	12.998	13.329666666672	0.0423333333455957	
168	31/03/2017	12:09:21	 4.341	184.414	-4.909	 1.828	196.840	  -0.5	 0.986	184.553	 -0.07	 0.198	146.841	 -1.47	 3.919	 1.702	  0.02	  0.04	4.74739643810608	5.97501927999838	 23.65	 23.54	 26.72	 25.88	13.678	13.312	12.997	13.3290000000125	0.0430000000051223	
169	31/03/2017	12:09:23	 4.350	184.288	-4.869	 1.832	196.826	  -0.5	 0.992	184.552	 -0.06	 0.198	146.841	 -1.47	 3.938	 1.713	  0.02	  0.04	4.78869022153958	6.01765967999381	 23.65	 23.54	 26.71	 25.88	13.678	13.312	12.997	13.3290000000125	0.0430000000051223	
170	31/03/2017	12:09:25	 4.375	184.143	-4.781	 1.842	196.798	  -0.5	 1.009	184.551	 -0.03	 0.198	146.841	 -1.47	 3.958	 1.720	  0.02	  0.04	4.80988312483532	6.04429153000092	 23.65	 23.54	 26.71	 25.88	13.677	13.312	12.997	13.3286666666827	0.0433333333348855	
